Circuit: * C:\Users\Sameer\Desktop\DFTBA\Projects\Inductive PnD\Simulations\Draft3.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 4.27294e-006 to 4.28207e-006
Heightened Def Con from 4.28318e-006 to 4.29118e-006
Heightened Def Con from 4.29278e-006 to 4.30091e-006
Heightened Def Con from 4.30199e-006 to 4.30312e-006
Heightened Def Con from 4.30319e-006 to 4.31231e-006
Heightened Def Con from 4.31304e-006 to 4.32004e-006
Heightened Def Con from 4.32073e-006 to 4.32673e-006
Heightened Def Con from 4.33015e-006 to 4.33715e-006
Heightened Def Con from 4.33862e-006 to 4.34462e-006
Heightened Def Con from 4.34696e-006 to 4.35596e-006
Heightened Def Con from 4.35766e-006 to 4.35879e-006
Heightened Def Con from 4.35887e-006 to 4.37e-006
Heightened Def Con from 4.37071e-006 to 4.38071e-006
Heightened Def Con from 4.38157e-006 to 4.38957e-006
Heightened Def Con from 4.3915e-006 to 4.3985e-006
Heightened Def Con from 4.40037e-006 to 4.4085e-006
Heightened Def Con from 4.40974e-006 to 4.41686e-006
Heightened Def Con from 4.41828e-006 to 4.41866e-006
Heightened Def Con from 4.41879e-006 to 4.42579e-006
Heightened Def Con from 4.42742e-006 to 4.43642e-006
Heightened Def Con from 4.4374e-006 to 4.4464e-006
Heightened Def Con from 4.44708e-006 to 4.44821e-006
Heightened Def Con from 4.44834e-006 to 4.45634e-006
Heightened Def Con from 4.45748e-006 to 4.4656e-006
Heightened Def Con from 4.46676e-006 to 4.46789e-006
Heightened Def Con from 4.46818e-006 to 4.47618e-006
Heightened Def Con from 4.47855e-006 to 4.48455e-006
Heightened Def Con from 4.48744e-006 to 4.49444e-006
Heightened Def Con from 4.49633e-006 to 4.50233e-006
Heightened Def Con from 4.50529e-006 to 4.50629e-006
Heightened Def Con from 4.50629e-006 to 4.50654e-006
Heightened Def Con from 4.50655e-006 to 4.51555e-006
Heightened Def Con from 4.51832e-006 to 4.52432e-006
Heightened Def Con from 4.52853e-006 to 4.53553e-006
Heightened Def Con from 4.53643e-006 to 4.54243e-006
Heightened Def Con from 4.54542e-006 to 4.55142e-006
Heightened Def Con from 4.55511e-006 to 4.55649e-006
Heightened Def Con from 4.55678e-006 to 4.56278e-006
Heightened Def Con from 4.56886e-006 to 4.56999e-006
Heightened Def Con from 4.57007e-006 to 4.57907e-006
Heightened Def Con from 4.58116e-006 to 4.58816e-006
Heightened Def Con from 4.59046e-006 to 4.59859e-006
Heightened Def Con from 4.59972e-006 to 4.60785e-006
Heightened Def Con from 4.60876e-006 to 4.60926e-006
Heightened Def Con from 4.60945e-006 to 4.60982e-006
Heightened Def Con from 4.60989e-006 to 4.61689e-006
Heightened Def Con from 4.61842e-006 to 4.62767e-006
Heightened Def Con from 4.62827e-006 to 4.63627e-006
Heightened Def Con from 4.6378e-006 to 4.64618e-006
Heightened Def Con from 4.64726e-006 to 4.65326e-006
Heightened Def Con from 4.65594e-006 to 4.66194e-006
Heightened Def Con from 4.66444e-006 to 4.67357e-006
Heightened Def Con from 4.67409e-006 to 4.68322e-006
Heightened Def Con from 4.68375e-006 to 4.69288e-006
Heightened Def Con from 4.69384e-006 to 4.69521e-006
Heightened Def Con from 4.69562e-006 to 4.70462e-006
Heightened Def Con from 4.7085e-006 to 4.7145e-006
Heightened Def Con from 4.71951e-006 to 4.72301e-006
Heightened Def Con from 4.72846e-006 to 4.73196e-006
Heightened Def Con from 4.7375e-006 to 4.741e-006
Heightened Def Con from 4.74468e-006 to 4.7518e-006
Heightened Def Con from 4.75243e-006 to 4.75755e-006
Heightened Def Con from 4.75858e-006 to 4.75971e-006
Heightened Def Con from 4.75976e-006 to 4.76776e-006
Heightened Def Con from 4.76912e-006 to 4.77712e-006
Heightened Def Con from 4.77904e-006 to 4.78004e-006
Heightened Def Con from 4.78005e-006 to 4.78355e-006
Heightened Def Con from 4.81601e-006 to 4.81801e-006
Heightened Def Con from 4.81802e-006 to 4.82614e-006
Heightened Def Con from 4.8267e-006 to 4.83383e-006
Heightened Def Con from 4.83385e-006 to 4.83985e-006
Heightened Def Con from 4.86039e-006 to 4.86739e-006
Heightened Def Con from 4.8991e-006 to 4.9051e-006
Heightened Def Con from 4.90901e-006 to 4.91601e-006
Heightened Def Con from 4.92104e-006 to 4.92804e-006
Heightened Def Con from 4.96092e-006 to 4.96992e-006
Heightened Def Con from 4.97077e-006 to 4.97689e-006
Heightened Def Con from 4.97718e-006 to 4.98318e-006
Heightened Def Con from 4.98534e-006 to 4.99134e-006
Heightened Def Con from 5.00047e-006 to 5.00247e-006
Heightened Def Con from 5.00249e-006 to 5.00349e-006
Heightened Def Con from 5.00349e-006 to 5.01049e-006
Heightened Def Con from 5.02064e-006 to 5.02764e-006
Heightened Def Con from 5.03031e-006 to 5.03069e-006
Heightened Def Con from 5.03082e-006 to 5.03782e-006
Heightened Def Con from 5.03936e-006 to 5.04536e-006
Heightened Def Con from 5.04799e-006 to 5.04837e-006
Heightened Def Con from 5.04864e-006 to 5.04964e-006
Heightened Def Con from 5.04964e-006 to 5.04989e-006
Heightened Def Con from 5.0499e-006 to 5.0569e-006
Heightened Def Con from 5.06136e-006 to 5.06736e-006
Heightened Def Con from 5.07178e-006 to 5.07778e-006
Heightened Def Con from 5.08004e-006 to 5.08604e-006
Heightened Def Con from 5.09098e-006 to 5.09698e-006
Heightened Def Con from 5.10183e-006 to 5.10783e-006
Heightened Def Con from 5.11204e-006 to 5.11316e-006
Heightened Def Con from 5.11339e-006 to 5.11376e-006
Heightened Def Con from 5.11383e-006 to 5.12183e-006
Heightened Def Con from 5.12583e-006 to 5.13483e-006
Heightened Def Con from 5.13661e-006 to 5.14386e-006
Heightened Def Con from 5.14484e-006 to 5.14597e-006
Heightened Def Con from 5.14607e-006 to 5.15419e-006
Heightened Def Con from 5.15538e-006 to 5.15638e-006
Heightened Def Con from 5.15638e-006 to 5.15988e-006
Heightened Def Con from 5.19234e-006 to 5.19584e-006
Heightened Def Con from 5.20117e-006 to 5.20467e-006
Heightened Def Con from 5.20729e-006 to 5.21442e-006
Heightened Def Con from 5.21446e-006 to 5.22146e-006
Heightened Def Con from 5.23454e-006 to 5.23555e-006
Heightened Def Con from 5.23555e-006 to 5.24255e-006
Heightened Def Con from 5.25557e-006 to 5.26157e-006
Heightened Def Con from 5.27026e-006 to 5.27626e-006
Heightened Def Con from 5.28692e-006 to 5.29392e-006
Heightened Def Con from 5.29917e-006 to 5.30517e-006
Heightened Def Con from 5.31047e-006 to 5.31647e-006
Heightened Def Con from 5.3225e-006 to 5.3285e-006
Heightened Def Con from 5.33378e-006 to 5.34078e-006
Heightened Def Con from 5.3435e-006 to 5.3515e-006
Heightened Def Con from 5.35417e-006 to 5.36317e-006
Heightened Def Con from 5.3646e-006 to 5.36598e-006
Heightened Def Con from 5.36627e-006 to 5.37227e-006
Heightened Def Con from 5.37837e-006 to 5.37949e-006
Heightened Def Con from 5.37957e-006 to 5.38307e-006
Heightened Def Con from 5.38962e-006 to 5.39312e-006
Heightened Def Con from 5.39651e-006 to 5.39764e-006
Heightened Def Con from 5.39786e-006 to 5.39811e-006
Heightened Def Con from 5.39811e-006 to 5.40411e-006
Heightened Def Con from 5.40731e-006 to 5.40768e-006
Heightened Def Con from 5.40787e-006 to 5.40824e-006
Heightened Def Con from 5.40832e-006 to 5.41157e-006
Heightened Def Con from 5.412e-006 to 5.418e-006
Heightened Def Con from 5.42002e-006 to 5.42602e-006
Heightened Def Con from 5.42867e-006 to 5.43467e-006
Heightened Def Con from 5.43898e-006 to 5.44798e-006
Heightened Def Con from 5.45098e-006 to 5.45236e-006
Heightened Def Con from 5.45265e-006 to 5.45965e-006
Heightened Def Con from 5.46378e-006 to 5.46478e-006
Heightened Def Con from 5.46478e-006 to 5.46828e-006
Heightened Def Con from 5.46847e-006 to 5.46959e-006
Heightened Def Con from 5.46982e-006 to 5.47332e-006
Heightened Def Con from 5.48053e-006 to 5.48403e-006
Heightened Def Con from 5.48669e-006 to 5.49269e-006
Heightened Def Con from 5.49355e-006 to 5.49867e-006
Heightened Def Con from 5.50024e-006 to 5.50837e-006
Heightened Def Con from 5.50873e-006 to 5.51473e-006
Heightened Def Con from 5.51809e-006 to 5.52409e-006
Heightened Def Con from 5.52893e-006 to 5.53493e-006
Heightened Def Con from 5.54083e-006 to 5.54683e-006
Heightened Def Con from 5.55131e-006 to 5.55168e-006
Heightened Def Con from 5.55208e-006 to 5.56021e-006
Heightened Def Con from 5.56083e-006 to 5.56195e-006
Heightened Def Con from 5.56217e-006 to 5.57017e-006
Heightened Def Con from 5.57234e-006 to 5.58046e-006
Heightened Def Con from 5.58182e-006 to 5.58882e-006
Heightened Def Con from 5.59086e-006 to 5.59886e-006
Heightened Def Con from 5.60011e-006 to 5.60123e-006
Heightened Def Con from 5.60149e-006 to 5.60499e-006
Heightened Def Con from 5.61092e-006 to 5.61792e-006
Heightened Def Con from 5.62e-006 to 5.62612e-006
Heightened Def Con from 5.62756e-006 to 5.62894e-006
Heightened Def Con from 5.62906e-006 to 5.63606e-006
Heightened Def Con from 5.63801e-006 to 5.64613e-006
Heightened Def Con from 5.64725e-006 to 5.64837e-006
Heightened Def Con from 5.6485e-006 to 5.6545e-006
Heightened Def Con from 5.65822e-006 to 5.6586e-006
Heightened Def Con from 5.65888e-006 to 5.65988e-006
Heightened Def Con from 5.65988e-006 to 5.66301e-006
Heightened Def Con from 5.66303e-006 to 5.67103e-006
Heightened Def Con from 5.67689e-006 to 5.67789e-006
Heightened Def Con from 5.6779e-006 to 5.67852e-006
Heightened Def Con from 5.67853e-006 to 5.67953e-006
Heightened Def Con from 5.67953e-006 to 5.67978e-006
Heightened Def Con from 5.67979e-006 to 5.68879e-006
Heightened Def Con from 5.69189e-006 to 5.69289e-006
Heightened Def Con from 5.69289e-006 to 5.69351e-006
Heightened Def Con from 5.69352e-006 to 5.69453e-006
Heightened Def Con from 5.69453e-006 to 5.69478e-006
Heightened Def Con from 5.69478e-006 to 5.70078e-006
Heightened Def Con from 5.70498e-006 to 5.70548e-006
Heightened Def Con from 5.70566e-006 to 5.70616e-006
Heightened Def Con from 5.70627e-006 to 5.71227e-006
Heightened Def Con from 5.71321e-006 to 5.71921e-006
Heightened Def Con from 5.7259e-006 to 5.7319e-006
Heightened Def Con from 5.73963e-006 to 5.74563e-006
Heightened Def Con from 5.75104e-006 to 5.75704e-006
Heightened Def Con from 5.76189e-006 to 5.76789e-006
Heightened Def Con from 5.77136e-006 to 5.77736e-006
Heightened Def Con from 5.78219e-006 to 5.79132e-006
Heightened Def Con from 5.79262e-006 to 5.79374e-006
Heightened Def Con from 5.79397e-006 to 5.80397e-006
Heightened Def Con from 5.80529e-006 to 5.81129e-006
Heightened Def Con from 5.81407e-006 to 5.82107e-006
Heightened Def Con from 5.82404e-006 to 5.82754e-006
Heightened Def Con from 5.83204e-006 to 5.83554e-006
Heightened Def Con from 5.84006e-006 to 5.84143e-006
Heightened Def Con from 5.84158e-006 to 5.84196e-006
Heightened Def Con from 5.84203e-006 to 5.85116e-006
Heightened Def Con from 5.8518e-006 to 5.8598e-006
Heightened Def Con from 5.86088e-006 to 5.86788e-006
Heightened Def Con from 5.86897e-006 to 5.87497e-006
Heightened Def Con from 5.87736e-006 to 5.87774e-006
Heightened Def Con from 5.87794e-006 to 5.88407e-006
Heightened Def Con from 5.88468e-006 to 5.8858e-006
Heightened Def Con from 5.8859e-006 to 5.89602e-006
Heightened Def Con from 5.89639e-006 to 5.89677e-006
Heightened Def Con from 5.89688e-006 to 5.90288e-006
Heightened Def Con from 5.90587e-006 to 5.916e-006
Heightened Def Con from 5.91674e-006 to 5.92274e-006
Heightened Def Con from 5.92663e-006 to 5.93263e-006
Heightened Def Con from 5.93576e-006 to 5.94176e-006
Heightened Def Con from 5.94425e-006 to 5.95125e-006
Heightened Def Con from 5.95425e-006 to 5.96325e-006
Heightened Def Con from 5.96473e-006 to 5.97373e-006
Heightened Def Con from 5.97526e-006 to 5.97626e-006
Heightened Def Con from 5.97626e-006 to 5.97651e-006
Heightened Def Con from 5.97652e-006 to 5.98002e-006
Heightened Def Con from 5.9904e-006 to 5.99065e-006
Heightened Def Con from 5.99065e-006 to 5.99965e-006
Heightened Def Con from 6.0007e-006 to 6.00583e-006
Heightened Def Con from 6.00659e-006 to 6.01172e-006
Heightened Def Con from 6.01247e-006 to 6.01847e-006
Heightened Def Con from 6.021e-006 to 6.027e-006
Heightened Def Con from 6.02814e-006 to 6.03714e-006
Heightened Def Con from 6.03813e-006 to 6.04513e-006
Heightened Def Con from 6.04808e-006 to 6.04921e-006
Heightened Def Con from 6.04927e-006 to 6.04977e-006
Heightened Def Con from 6.04991e-006 to 6.05041e-006
Heightened Def Con from 6.05058e-006 to 6.05858e-006
Heightened Def Con from 6.06473e-006 to 6.06823e-006
Heightened Def Con from 6.07577e-006 to 6.07927e-006
Heightened Def Con from 6.08472e-006 to 6.08522e-006
Heightened Def Con from 6.0854e-006 to 6.0864e-006
Heightened Def Con from 6.08643e-006 to 6.08668e-006
Heightened Def Con from 6.08668e-006 to 6.09268e-006
Heightened Def Con from 6.09586e-006 to 6.09923e-006
Heightened Def Con from 6.09968e-006 to 6.10568e-006
Heightened Def Con from 6.10744e-006 to 6.11344e-006
Heightened Def Con from 6.11797e-006 to 6.12009e-006
Heightened Def Con from 6.12014e-006 to 6.12614e-006
Heightened Def Con from 6.1348e-006 to 6.1408e-006
Heightened Def Con from 6.14601e-006 to 6.15201e-006
Heightened Def Con from 6.15478e-006 to 6.1639e-006
Heightened Def Con from 6.16457e-006 to 6.16807e-006
Heightened Def Con from 6.17278e-006 to 6.1764e-006
Heightened Def Con from 6.18106e-006 to 6.18206e-006
Heightened Def Con from 6.18206e-006 to 6.18231e-006
Heightened Def Con from 6.18232e-006 to 6.19032e-006
Heightened Def Con from 6.19263e-006 to 6.19963e-006
Heightened Def Con from 6.20057e-006 to 6.2087e-006
Heightened Def Con from 6.20933e-006 to 6.21745e-006
Heightened Def Con from 6.21797e-006 to 6.22397e-006
Heightened Def Con from 6.22591e-006 to 6.23391e-006
Heightened Def Con from 6.23599e-006 to 6.23699e-006
Heightened Def Con from 6.23699e-006 to 6.24049e-006
Heightened Def Con from 6.27579e-006 to 6.27604e-006
Heightened Def Con from 6.27604e-006 to 6.28404e-006
Heightened Def Con from 6.28532e-006 to 6.28882e-006
Heightened Def Con from 6.289e-006 to 6.295e-006
Heightened Def Con from 6.29562e-006 to 6.30262e-006
Heightened Def Con from 6.33471e-006 to 6.33609e-006
Heightened Def Con from 6.33672e-006 to 6.33772e-006
Heightened Def Con from 6.33772e-006 to 6.33797e-006
Heightened Def Con from 6.33798e-006 to 6.34498e-006
Heightened Def Con from 6.34947e-006 to 6.3556e-006
Heightened Def Con from 6.3558e-006 to 6.3628e-006
Heightened Def Con from 6.36908e-006 to 6.37608e-006
Heightened Def Con from 6.38527e-006 to 6.3864e-006
Heightened Def Con from 6.38662e-006 to 6.39262e-006
Heightened Def Con from 6.39722e-006 to 6.40322e-006
Heightened Def Con from 6.40572e-006 to 6.40685e-006
Heightened Def Con from 6.40697e-006 to 6.41497e-006
Heightened Def Con from 6.41709e-006 to 6.42309e-006
Heightened Def Con from 6.42578e-006 to 6.4269e-006
Heightened Def Con from 6.42698e-006 to 6.4371e-006
Heightened Def Con from 6.43771e-006 to 6.44371e-006
Heightened Def Con from 6.44699e-006 to 6.45512e-006
Heightened Def Con from 6.4566e-006 to 6.46572e-006
Heightened Def Con from 6.46635e-006 to 6.47447e-006
Heightened Def Con from 6.47556e-006 to 6.47669e-006
Heightened Def Con from 6.47678e-006 to 6.48578e-006
Heightened Def Con from 6.48738e-006 to 6.49538e-006
Heightened Def Con from 6.49824e-006 to 6.50737e-006
Heightened Def Con from 6.50849e-006 to 6.50961e-006
Heightened Def Con from 6.50966e-006 to 6.51566e-006
Heightened Def Con from 6.51884e-006 to 6.52697e-006
Heightened Def Con from 6.52794e-006 to 6.52931e-006
Heightened Def Con from 6.52944e-006 to 6.53744e-006
Heightened Def Con from 6.53936e-006 to 6.54649e-006
Heightened Def Con from 6.54798e-006 to 6.5561e-006
Heightened Def Con from 6.55675e-006 to 6.56488e-006
Heightened Def Con from 6.56562e-006 to 6.57162e-006
Heightened Def Con from 6.57438e-006 to 6.58038e-006
Heightened Def Con from 6.5825e-006 to 6.5885e-006
Heightened Def Con from 6.59246e-006 to 6.59846e-006
Heightened Def Con from 6.60154e-006 to 6.60854e-006
Heightened Def Con from 6.6126e-006 to 6.6206e-006
Heightened Def Con from 6.62246e-006 to 6.62596e-006
Heightened Def Con from 6.6331e-006 to 6.6366e-006
Heightened Def Con from 6.64322e-006 to 6.64672e-006
Heightened Def Con from 6.65162e-006 to 6.65512e-006
Heightened Def Con from 6.65871e-006 to 6.66221e-006
Heightened Def Con from 6.66436e-006 to 6.67036e-006
Heightened Def Con from 6.67226e-006 to 6.67926e-006
Heightened Def Con from 6.68012e-006 to 6.68612e-006
Heightened Def Con from 6.68897e-006 to 6.68934e-006
Heightened Def Con from 6.6894e-006 to 6.69552e-006
Heightened Def Con from 6.69631e-006 to 6.70544e-006
Heightened Def Con from 6.70618e-006 to 6.70755e-006
Heightened Def Con from 6.70793e-006 to 6.70831e-006
Heightened Def Con from 6.70838e-006 to 6.71738e-006
Heightened Def Con from 6.71985e-006 to 6.72785e-006
Heightened Def Con from 6.73012e-006 to 6.73812e-006
Heightened Def Con from 6.73944e-006 to 6.74757e-006
Heightened Def Con from 6.74802e-006 to 6.75615e-006
Heightened Def Con from 6.75674e-006 to 6.76274e-006
Heightened Def Con from 6.76472e-006 to 6.77072e-006
Heightened Def Con from 6.77446e-006 to 6.77559e-006
Heightened Def Con from 6.77567e-006 to 6.78567e-006
Heightened Def Con from 6.78804e-006 to 6.79404e-006
Heightened Def Con from 6.79759e-006 to 6.80559e-006
Heightened Def Con from 6.80672e-006 to 6.81372e-006
Heightened Def Con from 6.81455e-006 to 6.82068e-006
Heightened Def Con from 6.82212e-006 to 6.83012e-006
Heightened Def Con from 6.83103e-006 to 6.83203e-006
Heightened Def Con from 6.83203e-006 to 6.83265e-006
Heightened Def Con from 6.83266e-006 to 6.83366e-006
Heightened Def Con from 6.83367e-006 to 6.83442e-006
Heightened Def Con from 6.83442e-006 to 6.83842e-006
Heightened Def Con from 6.85191e-006 to 6.85541e-006
Heightened Def Con from 6.86063e-006 to 6.86276e-006
Heightened Def Con from 6.86281e-006 to 6.86631e-006
Heightened Def Con from 6.8693e-006 to 6.87542e-006
Heightened Def Con from 6.87653e-006 to 6.87865e-006
Heightened Def Con from 6.87876e-006 to 6.88589e-006
Heightened Def Con from 6.88599e-006 to 6.89199e-006
Heightened Def Con from 6.92411e-006 to 6.93011e-006
Heightened Def Con from 6.93341e-006 to 6.93941e-006
Heightened Def Con from 6.94279e-006 to 6.94879e-006
Heightened Def Con from 6.98183e-006 to 6.98533e-006
Heightened Def Con from 6.99166e-006 to 6.99878e-006
Heightened Def Con from 6.99953e-006 to 7.00465e-006
Heightened Def Con from 7.00517e-006 to 7.00555e-006
Heightened Def Con from 7.00568e-006 to 7.01168e-006
Heightened Def Con from 7.01501e-006 to 7.02101e-006
Heightened Def Con from 7.03205e-006 to 7.03305e-006
Heightened Def Con from 7.03306e-006 to 7.04006e-006
Heightened Def Con from 7.05042e-006 to 7.05742e-006
Heightened Def Con from 7.0597e-006 to 7.0602e-006
Heightened Def Con from 7.06039e-006 to 7.06077e-006
Heightened Def Con from 7.06088e-006 to 7.069e-006
Heightened Def Con from 7.06975e-006 to 7.07687e-006
Heightened Def Con from 7.0775e-006 to 7.0835e-006
Heightened Def Con from 7.08501e-006 to 7.09101e-006
Heightened Def Con from 7.09616e-006 to 7.10216e-006
Heightened Def Con from 7.10854e-006 to 7.11454e-006
Heightened Def Con from 7.11919e-006 to 7.12631e-006
Heightened Def Con from 7.12706e-006 to 7.13618e-006
